Title,Location,Name,Relationship,Date,Source,Reference
"Little River, Little River",Little River (Vic.),"Connor, George",Licensee,1846-1847,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 60"
"Golden Fleece, Portland",corner Gawler & Percy Sts (Portland Vic.),"Brown, Charles",Licensee,1846-1848,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 40"
"Woolpack Inn, Sale",Sale (Vic.),"Fitchett, Robert",Licensee,1846-1851,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 151"
"Travellers Rest, Branxholme",Branxholme (Vic.),"Best, Thomas",Licensee,1847,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 5, page 255"
"Heywood, Heywood",corner Cameron & Edgar Sts (Heywood Vic.),"Bilston, Thos",Licensee,1847,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 206"
"Strangeways, Wallan",Wallan Wallan Big Hill (Vic.),"Budd, William Hartley",Licensee,1847,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 10, page 82"
"Commercial, Portland",Portland (Vic.),"Burns, John",Licensee,1847,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 40"
"Seymour, Seymour",Sydney Rd (Seymour Vic.),"Campbell, Dalmahoy",Other,1847,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 174"
"Bush Tavern, Heywood",Heywood (Vic.),Edgar,Licensee,1847,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 6, page 7"
"Lamb Inn, Portland",Henty St (Portland Vic.),"Field, Thomas",Licensee,1847,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 43"
"Lamb Inn, Portland",Henty St (Portland Vic.),"Field, Thomas",Licensee,1847,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 44"
"Carlsruhe Inn, Carlsruhe",Carlsruhe (Vic.),"Gibson, Thomas Addison",Licensee,1847,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 5, page 359"
"Mt Macedon, Mount Macedon",Mount Macedon (Vic.),"Gordon, Thos",Licensee,1847,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 88"
"Carngham Inn, Carngham",Carngham (Vic.),"Gregory, Thomas",Licensee,1847,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 5, page 362"
"Britannia, Portland",Julia St (Portland Vic.),"Herbertson, Robert",Licensee,1847,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 38"
"Richmond Family, Portland",Bentinck St (Portland Vic.),"Jones, William",Licensee,1847,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 43"
"Tasmanian Inn, Portland",corner Gawler & Percy Sts (Portland Vic.),"Jones, Wm",Licensee,1847,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 39"
"Tasmanian Inn, Portland",corner Gawler & Percy Sts (Portland Vic.),"Jones, Wm",Other,1847,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 40"
"Seymour, Seymour",Sydney Rd (Seymour Vic.),"Lewis, George",Licensee,1847,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 174"
"Victoria, Geelong",corner Moorabool & Malop Sts (Geelong Vic.),"Lewis, William",Licensee,1847,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 13, page 4"
"Caledonian, Geelong",corner Corio & Yarra Sts (Geelong Vic.),"Mason, Peter",Licensee,1847,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 13, page 4"
"Glenelg Hotel & Store, Casterton",Casterton (Vic.),McKinlay,Licensee,1847,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 6, page 7"
"Glenelg Hotel & Store, Casterton",Casterton (Vic.),McKinlay,Licensee,1847,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 6, page 7"
"Royal Exchange, Geelong",corner Moorabool & Market Sts (Geelong Vic.),"McNally, Francis",Licensee,1847,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 13, page 4"
"Wangaratta, North Wangaratta",Wangaratta North (Vic.),"Meldrum, Jas",Licensee,1847,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 10, page 109"
"Currency Lad, Kilmore",Kilmore (Vic.),"Mitton, J",Licensee,1847,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 312"
"Seymour, Seymour",Sydney Rd (Seymour Vic.),Nicol & Young,Licensee,1847,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 174"
"Thistle, Geelong",Corio St (Geelong Vic.),"Phillips, Elizabeth",Licensee,1847,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 13, page 4"
"Shamrock Inn, Geelong",Malop St (Geelong Vic.),"Priest, Martin",Licensee,1847,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 13, page 4"
"Woolpack, Geelong",Moorabool St (Geelong Vic.),"Reekey, George",Licensee,1847,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 13, page 4"
"Fitzroy Arms, Geelong",Malop St (Geelong Vic.),"Riddle, Thomas Crosby",Licensee,1847,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 13, page 4"
"Stag, Port Fairy",Port Fairy (Vic.),"Sanders, John, Capt",Other,1847,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 33"
"Travellers Rest Inn, Mount Macedon",Mount Macedon (Vic.),"Stokes, Geo J",Licensee,1847,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 89"
"Dan OConnell, Geelong",Yarra St (Geelong Vic.),"Treacy, Martin",Licensee,1847,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 13, page 4"
"London, Portland",corner Bentinck & Julia Sts (Portland Vic.),"Wiggins, Sarah",Licensee,1847,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 41"
"Seymour, Seymour",Sydney Rd (Seymour Vic.),Nicol & Young,Licensee,1847,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 174"
"Koroite, Coleraine",Coleraine (Vic.),,Licensee,1847,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 6, page 137"
"Finns, Dunkeld",Dunkeld (Vic.),,Not identified,1847,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 6, page 296"
"Warrnambool, Warrnambool",corner Banyan & Merri Sts (Warrnambool South Vic.),,Not identified,1847,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 10, page 159"
"Daniel OConnell, Geelong",Geelong (Vic.),,Not identified,1847,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 13, page 1"
"Harp of Erin, Geelong",Geelong (Vic.),,Not identified,1847,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 13, page 1"
"Joiners Arms, Geelong",Geelong (Vic.),,Not identified,1847,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 13, page 1"
"Rock of Cashel, Geelong",Geelong (Vic.),,Not identified,1847,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 13, page 1"
"Royal Exchange, Geelong",Geelong (Vic.),,Not identified,1847,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 13, page 1"
